"id","sku","name","categories","image_id","image_src","src_width_hint","srcset_largest_width","looks_low_res"
"47203","HSP-EXT001","Electromate 4-Way Extension Cord USB Ports 3M Surge Protection ELM-EXT4U","Extension Cords &amp; Power Strips","47245","https://homeskitspro.com/wp-content/uploads/2026/04/tools-1.jpg","","300","yes"
"47201","HSP-WH001","Sonar 3000W Instant Electric Shower Water Heater","Water Heaters","47244","https://homeskitspro.com/wp-content/uploads/2026/04/water-heater-1.jpg","","300","yes"
"47081","HSP-071","GoldenTech Rich Electric Water Dispenser Floor GT-WD12H","Cooking &amp; Kitchen","47146","https://homeskitspro.com/wp-content/uploads/2026/04/Copilot_20260417_162710.png","","1024","unknown"
"47080","HSP-070","Sonar Portable Bluetooth Speaker SN-BT60","Audio","47193","https://homeskitspro.com/wp-content/uploads/2026/04/86f3d74f-1b6a-45e4-a2b0-9ccbf4fc6c23.png","","1024","unknown"
"47079","HSP-069","LG Home Theatre System 2.1 DH3140S 300W","Audio","47119","https://homeskitspro.com/wp-content/uploads/2026/04/hsp-069-lg-home-theatre-system-2-1-dh3140s-300w.jpg","","600","unknown"
"47078","HSP-068","AiLyons Air Purifier HEPA 3-Stage AL-AP360","Fans &amp; Air Treatment","47140","https://homeskitspro.com/wp-content/uploads/2026/04/Copilot_20260417_155818.png","","1024","unknown"
"47076","HSP-066","Nunix Dry &amp; Steam Clothes Iron NX-IR22","Laundry","47154","https://homeskitspro.com/wp-content/uploads/2026/04/Copilot_20260417_164326.png","","1536","unknown"
"47075","HSP-065","Electromate Electric Kettle 1.8L Stainless EM-EK18S","Cooking &amp; Kitchen","47126","https://homeskitspro.com/wp-content/uploads/2026/04/hsp-065-electromate-electric-kettle-1-8l-stainless-em-ek18s.jpg","","300","yes"
"47074","HSP-064","AiLyons Stand Mixer 5L AL-SM500","Cooking &amp; Kitchen","47144","https://homeskitspro.com/wp-content/uploads/2026/04/Copilot_20260417_161929.png","","1536","unknown"
"47072","HSP-062","Hisense Microwave Oven 20L HM720G7H","Cooking &amp; Kitchen","47124","https://homeskitspro.com/wp-content/uploads/2026/04/hsp-062-hisense-microwave-oven-20l-hm720g7h.jpg","","300","yes"
"47071","HSP-061","Vitro 3-Burner Gas Cooker VT-GB3","Cooking &amp; Kitchen","47160","https://homeskitspro.com/wp-content/uploads/2026/04/2f91e96a-1682-4aba-b1dc-d43c03ee6aa7.png","","1024","unknown"
"47070","HSP-060","Von 2-Plate Electric Coil Cooker VCST-200FE","Cooking &amp; Kitchen","47162","https://homeskitspro.com/wp-content/uploads/2026/04/Von-Hotpoint-Table-Top-Double-Coil-Cooker.jpg","","528","yes"
"47069","HSP-059","Solarmax Solar Water Pump Kit 0.5HP SMX-SP05","Water Pumps","47123","https://homeskitspro.com/wp-content/uploads/2026/04/hsp-059-solarmax-solar-water-pump-kit-0-5hp-smx-sp05.jpg","","300","yes"
"47068","HSP-058","Solarmax 1000W Pure Sine Wave Inverter SMX-1000PS","Solar","47121","https://homeskitspro.com/wp-content/uploads/2026/04/hsp-058-solarmax-1000w-pure-sine-wave-inverter-smx-1000ps.jpg","","300","yes"
"47066","HSP-056","Electromate 1kVA Silent Generator EM-G1000S","Generators","47182","https://homeskitspro.com/wp-content/uploads/2026/04/820cf0b7-4cb4-4456-9f49-8f573f1c5410.png","","1024","unknown"
"47065","HSP-055","GoldenTech Rich 2.5kVA Inverter Generator GT-IG2500","Generators","47184","https://homeskitspro.com/wp-content/uploads/2026/04/783d64a6-7cb2-463d-87aa-c5c15e59ecf2.png","","1254","unknown"
"47064","HSP-054","Sonar 3kVA Petrol Generator SN-G3000","Generators","47186","https://homeskitspro.com/wp-content/uploads/2026/04/0e245451-1375-44de-80a3-be9b6db5cc5b.png","","1024","unknown"
"47061","HSP-051","Nunix 18 Inch Standing Fan NX-F18","Fans &amp; Air Treatment","47122","https://homeskitspro.com/wp-content/uploads/2026/04/hsp-051-nunix-18-inch-standing-fan-nx-f18.jpg","","300","yes"
"47060","HSP-050","Sonar Android Smart TV 55 inch SN-55ST4K","TVs &amp; Home Entertainment","47188","https://homeskitspro.com/wp-content/uploads/2026/04/0d5caefd-af39-4ede-82d5-e109db8a6afc.png","","1536","unknown"
"47058","HSP-048","Hisense Smart 4K UHD TV 43 inch 43A6N","TVs &amp; Home Entertainment","47198","https://homeskitspro.com/wp-content/uploads/2026/04/f6454d5b-130e-4686-b0f7-9f78352de727.png","","1024","unknown"
"47056","HSP-046","Hisense No-Frost Refrigerator 300L REF300DR","Refrigerators","47150","https://homeskitspro.com/wp-content/uploads/2026/04/Copilot_20260417_163517.png","","1024","unknown"
"47055","HSP-045","Von Double Door Refrigerator 200L VART-25DHS","Refrigerators","47164","https://homeskitspro.com/wp-content/uploads/2026/04/ed3ba80f-066d-4074-9f40-0bfbc15be1e5.png","","1024","unknown"
"47051","HSP-067","LG Vacuum Cleaner Bagged 1600W VC3316NNTR","Cleaning Appliances","47152","https://homeskitspro.com/wp-content/uploads/2026/04/Copilot_20260417_163831.png","","1536","unknown"
"47050","HSP-063","AiLyons Electric Blender 1.5L AL-BL150","Cooking &amp; Kitchen","47128","https://homeskitspro.com/wp-content/uploads/2026/04/hsp-063-ailyons-electric-blender-1-5l-clean-1.jpg","","300","yes"
"47049","HSP-057","Solarmax 200W Monocrystalline Solar Panel SMX-200M","Solar","47120","https://homeskitspro.com/wp-content/uploads/2026/04/hsp-057-solarmax-200w-monocrystalline-solar-panel-smx-200m.jpg","","300","yes"
"47048","HSP-053","Electromate Air Cooler 20L EM-AC20","Fans &amp; Air Treatment","47142","https://homeskitspro.com/wp-content/uploads/2026/04/Copilot_20260417_161328.png","","1024","unknown"
"47047","HSP-052","GoldenTech Rich Tower Fan with Remote GT-TF36R","Fans &amp; Air Treatment","47129","https://homeskitspro.com/wp-content/uploads/2026/04/hsp-052-goldentech-rich-tower-fan.jpg","","600","unknown"
"47046","HSP-049","Vitro Full HD TV 32 inch VT-3200S","TVs &amp; Home Entertainment","47191","https://homeskitspro.com/wp-content/uploads/2026/04/22a6b81d-1e77-4327-bddc-79e42095d526.png","","1024","unknown"
"47045","HSP-047","Sonar Bar Fridge 90L SD-90","Refrigerators","47158","https://homeskitspro.com/wp-content/uploads/2026/04/Copilot_20260417_165618.png","","1536","unknown"
"47044","HSP-044","Nunix Top Load Washing Machine 6kg NX-6000","Laundry","47156","https://homeskitspro.com/wp-content/uploads/2026/04/Copilot_20260417_164955.png","","1536","unknown"
"47043","HSP-043","Hisense Front Load Washing Machine 8kg WFQY8014EVJM","Laundry","47112","https://homeskitspro.com/wp-content/uploads/2026/04/hsp-043-hisense-front-load-washing-machine-8kg-wfqy8014evjm.jpg","","1000","unknown"
"47042","HSP-042","Von Twin Tub Washing Machine 7kg VAWM-707S","Laundry","47166","https://homeskitspro.com/wp-content/uploads/2026/04/WM-02-500x530-1.png","500","500","yes"
"46717","HSP-006","Total Cordless Drill 12V Lithium-Ion 1.5Ah with 2 Batteries","Power Tools","46739","https://homeskitspro.com/wp-content/uploads/2026/04/VOH-ENCLDR001.jpg","","894","unknown"
"46716","HSP-022","Razor Wire Concertina Coil 45cm Diameter 10 Metre Roll Security","Safety Tools","46757","https://homeskitspro.com/wp-content/uploads/2026/04/VOH-FENCING001.jpg","","530","yes"
"46715","HSP-029","Brass Ball Valve 3/4 Inch Full Bore Lever Handle","Accessories","46750","https://homeskitspro.com/wp-content/uploads/2026/04/VOH-BALLVALVE001.png","","128","yes"
"46714","HSP-030","Brass Check Valve Non Return Valve 1 Inch Female Thread","Accessories","46756","https://homeskitspro.com/wp-content/uploads/2026/04/VOH-CHECKVALVE001.jpg","","600","unknown"
"46713","HSP-032","Plastic Float Ball Valve 1/2 Inch for Water Tank Automatic Refill","Accessories","46755","https://homeskitspro.com/wp-content/uploads/2026/04/VOH-TANKFLT001.jpg","","160","yes"
"46712","HSP-013","Total Chain Block 3-Ton 3 Metres Lift Hoist","Hand Tools","47234","https://homeskitspro.com/wp-content/uploads/2026/04/THT1631.jpg","","450","yes"
"46711","HSP-010","Staple Gun 140 Type Heavy Duty 14mm Staples with 1000 Staples","Hand Tools","46749","https://homeskitspro.com/wp-content/uploads/2026/04/VOH-STAPLGUN001.png","","1500","unknown"
"46710","HSP-017","Total Digital Multimeter Auto-Ranging AC DC Voltage Current Resistance","Power Tools","46738","https://homeskitspro.com/wp-content/uploads/2026/04/VOH-MULTIMET001.jpg","","1000","unknown"
"46709","HSP-041","Total Electric Lawn Mower 1800W 46cm Cutting Width Grass Collection","Home &amp; Garden","46748","https://homeskitspro.com/wp-content/uploads/2026/04/VOH-LWNMOW001.jpg","","640","unknown"
"46708","HSP-034","Total Electric Pressure Washer 1800W 150 Bar","Water Pumps","46737","https://homeskitspro.com/wp-content/uploads/2026/04/VOH-PRSURE001.webp","","600","unknown"
"46707","HSP-040","Maxmech 2.5KVA Petrol Generator Single Phase Portable","Energy","46747","https://homeskitspro.com/wp-content/uploads/2026/04/VOH-GENSET001.jpg","","960","unknown"
"46706","HSP-019","Angle Grinder Polisher Buffing Machine 180mm 1800W Variable Speed","Power Tools","46746","https://homeskitspro.com/wp-content/uploads/2026/04/VOH-BUFFING001.jpg","","600","unknown"
"46705","HSP-028","Total Combination Spanner Wrench Set 6-24mm 12-Piece","Hand Tools","47237","https://homeskitspro.com/wp-content/uploads/2026/04/TOTAL-THT1022121-12pcs-combination-spanner-set-Size-6-24mm.jpg","","500","yes"
"46704","HSP-018","Total Pipe Cutter Tube Cutter 3-32mm for Copper and PVC","Hand Tools","46742","https://homeskitspro.com/wp-content/uploads/2026/04/VOH-PLINE001.jpg","","1280","unknown"
"46703","HSP-024","Total Spirit Level 60cm Aluminium with 3 Vials","Hand Tools","46736","https://homeskitspro.com/wp-content/uploads/2026/04/VOH-LEVEL001.jpg","","1280","unknown"
"46702","HSP-001","Total Angle Grinder 1200W 125mm 3 Discs Included","Power Tools","46735","https://homeskitspro.com/wp-content/uploads/2026/04/VOH-GRINDER002.jpg","","225","yes"
"46701","HSP-002","Total Angle Grinder 850W 115mm with Safety Guard","Power Tools","46734","https://homeskitspro.com/wp-content/uploads/2026/04/VOH-GRINDER001.webp","","430","yes"
"46700","HSP-037","Premier 28L Cooler Box Chiller Box for Fishing Camping Outdoor","Sports &amp; Outdoors","46733","https://homeskitspro.com/wp-content/uploads/2026/04/VOH-COOLER001.jpg","","680","unknown"
"46699","HSP-012","Total Safety Helmet Hard Hat White EN397 Certified","Safety Tools","46855","https://homeskitspro.com/wp-content/uploads/2026/04/VOH-HARDHAT001-square.jpg","","600","unknown"
"46698","HSP-027","Total Work Gloves Cut Resistant Level 5 Anti-Vibration","Safety Tools","46732","https://homeskitspro.com/wp-content/uploads/2026/04/VOH-SAFEGLOVE001.jpg","","1231","unknown"
"46697","HSP-039","Standard Two Way Washing Machine Water Inlet Electric Solenoid Valve","Laundry","47168","https://homeskitspro.com/wp-content/uploads/2026/04/d1072942-f947-4d14-ae0e-92ef38b11465.png","","1536","unknown"
"46696","HSP-021","Total Rotary Hammer 800W 26mm SDS Plus 3 Functions","Power Tools","46731","https://homeskitspro.com/wp-content/uploads/2026/04/VOH-ROTHAM001.webp","","763","unknown"
"46695","HSP-015","Total Jig Saw 650W Variable Speed Orbital Action","Power Tools","46741","https://homeskitspro.com/wp-content/uploads/2026/04/VOH-JIGSAW001.jpg","","1500","unknown"
"46694","HSP-020","Total Reciprocating Saw 900W Variable Speed with 2 Blades","Power Tools","46856","https://homeskitspro.com/wp-content/uploads/2026/04/VOH-RECIP001-square.jpg","","600","unknown"
"46693","HSP-031","PPR Elbow 20mm 90 Degree Fitting 10 Pack","Accessories","46752","https://homeskitspro.com/wp-content/uploads/2026/04/VOH-PLMB002.webp","","","unknown"
"46692","HSP-033","PPR Pipe 20mm x 4 Metres PN20 Hot and Cold Water","Accessories","46751","https://homeskitspro.com/wp-content/uploads/2026/04/VOH-PLMB001.jpg","","1000","unknown"
"46691","HSP-038","Heavy Duty Mountain Bike 26 Inch 21 Speed Shimano Gears","Sports &amp; Outdoors","46745","https://homeskitspro.com/wp-content/uploads/2026/04/VOH-BIKE001.jpg","","500","yes"
"46690","HSP-007","Total Cordless Angle Grinder 20V 115mm with Battery","Power Tools","46730","https://homeskitspro.com/wp-content/uploads/2026/04/VOH-CITR001.jpg","","500","yes"
"46689","HSP-036","Alltop 300W Solar Flood Light Outdoor High Power","Lighting","46729","https://homeskitspro.com/wp-content/uploads/2026/04/VOH-SLFL001.jpg","","960","unknown"
"46688","HSP-009","Total Safety Goggles Chemical Splash and Impact Protection","Safety Tools","46728","https://homeskitspro.com/wp-content/uploads/2026/04/VOH-SFTY001.webp","","1680","unknown"
"46687","HSP-016","Inverter Welding Machine 200A IGBT MMA ARC Welder","Welding","46727","https://homeskitspro.com/wp-content/uploads/2026/04/VOH-WELD001.webp","","512","yes"
"46686","HSP-025","Total Measuring Tape 5m Metric and Imperial","Hand Tools","47239","https://homeskitspro.com/wp-content/uploads/2026/04/Total-Measuring-Tape-5m.jpg","","680","unknown"
"46685","HSP-011","Total Claw Hammer 16oz Fibreglass Handle","Hand Tools","46740","https://homeskitspro.com/wp-content/uploads/2026/04/VOH-HAM001.webp","","1024","unknown"
"46684","HSP-004","Total Cordless 2 Piece Combo Kit 20V","Power Tools","46725","https://homeskitspro.com/wp-content/uploads/2026/04/VOH-GCORD.webp","","441","yes"
"46683","HSP-003","Total TCT Saw Blade 235mm 60 Teeth","Power Tools","46724","https://homeskitspro.com/wp-content/uploads/2026/04/VOH-TCT235.jpg","","1280","unknown"
"46682","HSP-035","USK Submersible Water Pump 0.5HP 50m","Water Pumps","46886","https://homeskitspro.com/wp-content/uploads/2026/04/USK-Submersible-pump.png","","896","unknown"
"46681","HSP-008","Total Cordless Screwdriver 4V USB-C Charging Integrated LED","Power Tools","46722","https://homeskitspro.com/wp-content/uploads/2026/04/VOH-TCSD4.webp","","1200","unknown"
"46680","HSP-023","168pcs Mechanic Socket Hand Tool Kits","Hand Tools","46721","https://homeskitspro.com/wp-content/uploads/2026/04/VOH-168SK.jpg","","500","yes"
"46679","HSP-005","Total Brushless Cordless Impact Drill 96Nm 20V","Power Tools","46720","https://homeskitspro.com/wp-content/uploads/2026/04/VOH-CBID.webp","","437","yes"
"46678","HSP-014","Total Cordless Impact Wrench 1350Nm 20V Brushless","Power Tools","46719","https://homeskitspro.com/wp-content/uploads/2026/04/VOH-CIWR.webp","","497","yes"
"46676","HSP-026","Total 168 Piece Hand Tools Set","Hand Tools","46718","https://homeskitspro.com/wp-content/uploads/2026/04/VOH-TW168.webp","","440","yes"
"46540","","105 Pcs Metal Rotary Tool Accessory Set Kit Electric Drill Grinder Grinding Polishing","Power Tools","46609","https://homeskitspro.com/wp-content/uploads/2026/04/Copilot_20260411_180259.png","","1024","unknown"
"46539","","Open-Ear Air Conduction Bluetooth Earbuds LED Charging Case Sport Beige","Audio","34610","https://homeskitspro.com/wp-content/uploads/2026/03/4_25_Open_Ear_Headphones_Air_Conduction_Headphones_Wireless_Bluetooth_5.3_Earbuds_LED_Display_Charging_Case_Sport_Design.jpg","","300","yes"
"46538","","TCL 32S5K 32 Inch QLED HDR Google Smart TV Dolby Audio","TVs &amp; Home Entertainment","46612","https://homeskitspro.com/wp-content/uploads/2026/04/Copilot_20260411_182916.png","","1024","unknown"
"46537","","Dayliff Single Sediment Water Filter 20 Inch Blue Body with Free Cartridge","Water Filters &amp; Purifiers","38149","https://homeskitspro.com/wp-content/uploads/2026/04/1-583.jpg","","300","yes"
"46536","","100 Pieces 20mm x 20mm Female Adapter","Accessories","38010","https://homeskitspro.com/wp-content/uploads/2026/04/1-519.jpg","","300","yes"
"46535","","100 Pieces Female Adapter 25mm x 1/2 Inch","Accessories","38006","https://homeskitspro.com/wp-content/uploads/2026/04/1-517.jpg","","300","yes"
"46534","","10 In 1 Aluminium Multifunctional Ladder Up To 150 Kg 2 By 4","Ladders &amp; Scaffolding","42733","https://homeskitspro.com/wp-content/uploads/2026/04/1-2405.jpg","","300","yes"
"46533","","10 Pack Auto Drippers Self Plant Watering Spikes Automatic Adjustable Control Valve","Accessories","45944","https://homeskitspro.com/wp-content/uploads/2026/04/1-402-1.jpg","","300","yes"
"46532","","10 Pcs Orange Thread Seal Tape Set","Accessories","37608","https://homeskitspro.com/wp-content/uploads/2026/04/1-338.jpg","","300","yes"
"46531","","1/2 Inch Clear PVC Hose Pipe 120ft","Accessories","40004","https://homeskitspro.com/wp-content/uploads/2026/04/1-1480.jpg","","300","yes"
"46530","","10pcs Disposable Drain Sticker Mesh Hair Filter Net for Bathroom Drainage Insect Proof","Accessories","46529","https://homeskitspro.com/wp-content/uploads/2026/04/Copilot_20260408_112900-339x387-1.png","339","339","yes"
"46528","","1080P PTZ Wi-Fi CCTV Bulb Camera 360 Degree Smart IP Surveillance","Security","34623","https://homeskitspro.com/wp-content/uploads/2026/03/4_40_Digital_CCTV_WiFi_Bulb_PTZ_Smart_CameraWiFi_ip_ptz_security_surveillance_Camera1080P.jpg","","300","yes"
"46527","","1000W Personal Hair Dryer Compact","Personal Care","46623","https://homeskitspro.com/wp-content/uploads/2026/04/Copilot_20260411_185421.png","","1024","unknown"
"46526","","Cordless High-Pressure Car Wash Spray Gun 88V 2x Lithium Batteries Foam Bottle Dual Nozzle","Water Pumps","46525","https://homeskitspro.com/wp-content/uploads/2026/04/Cordless-High-Pressure-Car-Wash-Spray-Gun-600x600-1.png","600","600","yes"
"46524","","TOTAL TPWLI20362 20V Cordless High Pressure Washer 24.8 Bar 360 PSI 2.0Ah Battery 6m Suction Hose","Water Pumps","46619","https://homeskitspro.com/wp-content/uploads/2026/04/Copilot_20260411_184340.png","","1024","unknown"
"46522","","Total TGT11316 High Pressure Washer 1400W 130 Bar 1900 PSI Carbon Brush Motor Auto Stop","Water Pumps","46621","https://homeskitspro.com/wp-content/uploads/2026/04/Copilot_20260411_184751.png","","1024","unknown"
"46520","","Total TGT11266 High Pressure Washer 2800W 180 Bar 2600 PSI Copper Pump Auto Stop 5m Hose","Water Pumps","46089","https://homeskitspro.com/wp-content/uploads/2026/04/Total-Tgt11266-Total-High-Pressure-Washer-180bar-2800w.jpg","","500","yes"
"46519","","Rutanpump JZDC3.5-48V-400W Solar Submersible Pump 400W 48V DC 50m Max Head","Water Pumps","46518","https://homeskitspro.com/wp-content/uploads/2026/04/Rutanpump-JZDC3.5-48V-400W-Solar-Submersible-Pump-600x600-1.png","600","600","yes"
"46517","","Rutanpump JZDC3.5-24V-400W Solar Submersible Screw Pump 400W 24V DC 45m Max Head","Water Pumps","46516","https://homeskitspro.com/wp-content/uploads/2026/04/Rutanpump-JZDC3.5-24V-400W-Solar-Submersible-Screw-Pump-–-400W-24V-DC-600x600-1.png","600","600","yes"
"46515","","Rutanpump JZDC3.5-24V-250W Solar Submersible Screw Pump 250W 24V DC 30m Max Head","Water Pumps","46514","https://homeskitspro.com/wp-content/uploads/2026/04/Rutanpump-24V-DC-Submersible-Water-Pump-250W-–-Stainless-Steel-50m-Head-600x600-1.png","600","600","yes"
"46513","","Royce High Pressure Washer 1200W Electric Car Wash Machine with Hose and Spray Gun","Water Pumps","39853","https://homeskitspro.com/wp-content/uploads/2026/04/1-1415.jpg","","300","yes"
"46512","","Premier 900W Solar Brushless Screw Pump Kit 110V DC 130m Head Pro Controller","Water Pumps","46511","https://homeskitspro.com/wp-content/uploads/2026/04/Premier-900W-Solar-Brushless-Screw-Pump-Kit-–-110V-DC-130m-Head-600x600-1.jpg","600","600","yes"
"46510","","Premier 600W Solar Brushless Screw Pump Kit 72V DC 110m Head Borehole","Water Pumps","46509","https://homeskitspro.com/wp-content/uploads/2026/04/Premier-600W-Solar-Brushless-Screw-Pump-Kit-–-72V-DC-110m-Head-3FS1.5-110-72-600x600-1.png","600","600","yes"
"46508","","Premier 400W 48V DC Solar Submersible Pump Brushless Screw Pump 95m Head","Water Pumps","46507","https://homeskitspro.com/wp-content/uploads/2026/04/Premier-400W-Solar-Submersible-Pump-600x600-1.jpg","600","600","yes"
"46506","","Premier 3FS1.5-80-36 300 Solar Submersible Pump 300W 36V DC 80m Head 1.2m3 Per H","Water Pumps","46505","https://homeskitspro.com/wp-content/uploads/2026/04/Premier-300W-Solar-Submersible-Pump-600x600-1.jpg","600","600","yes"
"46504","","Premier 250W Solar Submersible Pump Kit 24V DC 65m Head Digital Controller","Water Pumps","46503","https://homeskitspro.com/wp-content/uploads/2026/04/Premier-250W-Solar-Submersible-Pump-Kit-–-24V-DC-600x600-1.png","600","600","yes"
"46502","","Pedrollo PKM60 1HP Peripheral Water Booster Pump Single Phase Cast Iron Continuous Duty","Water Pumps","46501","https://homeskitspro.com/wp-content/uploads/2026/04/Pedrollo-PKM60-1HP-Peripheral-Water-Booster-Pump-600x600-1.png","600","600","yes"
"46500","","Pedrollo 0.5HP Peripheral Water Booster Pump 35m Head Cast Iron","Water Pumps","46499","https://homeskitspro.com/wp-content/uploads/2026/04/Pedrollo-0.5HP-Peripheral-Water-Booster-Pump-–-35m-Head-600x600-1.png","600","600","yes"
"46498","","Maxmech PW-210 Petrol Pressure Washer 7.0HP 3000 PSI 206 Bar Heavy Duty Axial Pump","Water Pumps","46497","https://homeskitspro.com/wp-content/uploads/2026/04/Maxmech-PW-210-Petrol-Pressure-Washer-–-7.0HP-3000-PSI-600x600-1.png","600","600","yes"
"46496","","Maxmech PC-10QA Automatic Pump Pressure Controller 10 Bar 1.1kW","Water Pumps","46617","https://homeskitspro.com/wp-content/uploads/2026/04/Copilot_20260411_183805.png","","1024","unknown"
"46494","","Maxmech MQB-60 Surface Water Pump 0.5HP Copper Winding 40m Head 2100L Per Hr","Water Pumps","46493","https://homeskitspro.com/wp-content/uploads/2026/04/Maxmech-MQB-60-Surface-Water-Pump-–-0.5HP-Copper-Winding-600x600-1.png","600","600","yes"
"46492","","Maxmech 3000 PSI Petrol High Pressure Washer 6.5HP 4-Stroke Gasoline Engine","Water Pumps","46491","https://homeskitspro.com/wp-content/uploads/2026/04/Maxmech-3000-PSI-Petrol-High-Pressure-Washer-600x600-1.png","600","600","yes"
"46490","","Maxmech 24V DC Solar Submersible Water Pump 250W 50m Max Head 1500L Per H","Water Pumps","46489","https://homeskitspro.com/wp-content/uploads/2026/04/Maxmech-24V-DC-Solar-Submersible-Water-Pump-250W-–-50m-Max-Head-600x600-1.png","600","600","yes"
"46488","","Maxmech 1HP Submersible Water Pump 32m Lift 1.5m3 Per Hr 1 Inch Outlet 8m Cable","Water Pumps","46487","https://homeskitspro.com/wp-content/uploads/2026/04/Maxmech-1HP-Submersible-Water-Pump-600x600-1.png","600","600","yes"
"46486","","LSWQB 12V DC Solar Surface Water Pump 15m Head 2000L Per H 180W","Water Pumps","46485","https://homeskitspro.com/wp-content/uploads/2026/04/LSWQB-12V-DC-Solar-Surface-Water-Pump-–-15m-Head-2000L-per-H-Flow-180W-600x600-1.png","600","600","yes"
"46484","","Ingco SWP3701 3 Inch Screw Submersible Well Pump 370W 0.5HP","Water Pumps","45959","https://homeskitspro.com/wp-content/uploads/2026/04/1-1009-1.jpg","","300","yes"
"46483","","INGCO Electronic Automatic Water Pump Pressure Controller","Water Pumps","46614","https://homeskitspro.com/wp-content/uploads/2026/04/Copilot_20260411_183223.png","","1024","unknown"
"46482","","Dayliff Heavy Duty 2 Inch Petrol Water Pump 4 Stroke Engine","Water Pumps","46481","https://homeskitspro.com/wp-content/uploads/2026/04/Daylift-heavy-Duty-2-Inch-4-Stroke-petrol-pump-600x600-1.jpg","600","600","yes"
"46480","","Dayliff DSD 3/7 Submersible Borehole Pump 0.37kW 0.5HP","Water Pumps","46080","https://homeskitspro.com/wp-content/uploads/2026/04/Dayliff-DSD-3-7-Well-pump.jpg","","500","yes"
"46479","","Dayliff DSD 3/13 Submersible Borehole Pump 0.75kW 1HP","Water Pumps","46084","https://homeskitspro.com/wp-content/uploads/2026/04/Dayliff-DSD-3-13-Deep-well-submersible-pump-1HP.jpg","","500","yes"
"46478","","Dayliff 1HP Water Pump for Homes Tanks and Small Buildings","Water Pumps","46477","https://homeskitspro.com/wp-content/uploads/2026/04/Dayliff-DDC-158E-600x600-1.jpg","600","600","yes"
